,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
277,Ambon,0,FR,1545289200,93,47.55,-2.56,48.2,3.36
278,San Fernando,0,CL,1545289200,76,-34.58,-70.99,57.2,3.36
279,Maun,40,BW,1545289200,42,-19.99,23.42,86.0,11.41
280,Svetlaya,0,RU,1545292167,100,46.54,138.33,23.99,15.12
281,San Patricio,20,PY,1545292090,84,-26.98,-56.83,76.59,3.49
282,Klaksvik,68,FO,1545290400,87,62.23,-6.59,44.6,11.41
283,Coari,24,BR,1545292167,95,-4.09,-63.14,74.43,3.94
284,Clyde River,90,CA,1545290280,77,70.47,-68.59,-2.21,17.22
285,Palmer,20,AU,1545291000,49,-34.85,139.16,69.8,16.11
286,Aquiraz,75,BR,1545289200,83,-3.9,-38.39,78.8,6.93
287,Aksarka,76,RU,1545292168,82,66.56,67.8,10.08,17.02
288,Valparaiso,1,US,1545291300,72,41.47,-87.06,44.6,4.7
289,Bilibino,0,RU,1545292043,0,68.06,166.44,-43.88,2.37
290,Mantua,75,IT,1545290400,93,45.16,10.79,37.4,6.93
291,Cherskiy,0,RU,1545292034,0,68.75,161.3,-41.18,2.04
292,Sudak,68,UA,1545292168,100,44.85,34.97,33.75,6.73
293,San Ramon,88,NI,1545292168,98,12.92,-85.84,66.47,1.81
294,Aklavik,90,CA,1545289200,84,68.22,-135.01,3.2,3.94
295,Xam Nua,0,LA,1545292169,66,20.42,104.04,72.59,2.71
296,Balkanabat,36,TM,1545292169,82,39.51,54.36,35.51,6.4
297,Esperance,20,TT,1545289200,94,10.24,-61.45,75.2,3.36
298,Nuwara Eliya,92,LK,1545292169,90,6.97,80.77,73.76,3.49
299,Naze,0,NG,1545289200,93,5.43,7.07,66.2,3.36
300,Marshall,40,US,1545291300,77,39.39,-87.69,48.02,3.36
301,Bagdarin,12,RU,1545292170,67,54.44,113.59,-0.95,2.59
302,Guerrero Negro,0,MX,1545292092,83,27.97,-114.04,49.28,2.71
303,Ambilobe,8,MG,1545292056,97,-13.19,49.05,80.28,8.75
304,Oranjemund,0,ZA,1545292170,93,-28.55,16.43,62.87,19.26
305,Imelda,88,PH,1545292170,100,7.64,122.93,74.39,1.36
306,Storozhevaya,56,RU,1545292171,51,43.89,41.46,41.58,2.37
307,Killarney,8,AU,1545292172,79,-28.34,152.3,75.51,1.25
308,Kysyl-Syr,56,RU,1545292172,66,63.9,122.77,-15.03,7.4
309,Tshikapa,76,CD,1545292172,89,-6.42,20.79,77.81,3.04
310,Sao Filipe,36,CV,1545292084,95,14.9,-24.5,74.25,16.8
311,Ahipara,92,NZ,1545292172,92,-35.17,173.16,63.77,15.79
312,Siguiri,8,GN,1545292172,39,11.42,-9.17,75.6,10.54
313,Karratha,0,AU,1545292084,26,-20.74,116.85,90.86,10.87
314,Codrington,40,AU,1545291240,58,-28.95,153.24,95.0,10.29
315,Manta,76,RO,1545292173,99,45.1,24.1,26.87,3.27
316,Bermejillo,0,MX,1545292173,36,25.89,-103.62,46.98,7.4
317,Grand Gaube,40,MU,1545289200,62,-20.01,57.66,84.2,16.11
318,Sri Aman,75,MY,1545289200,88,1.24,111.46,80.6,4.7
319,Mount Vernon,1,US,1545288960,61,40.91,-73.84,39.92,4.7
320,Samarai,56,PG,1545291781,100,-10.62,150.67,80.96,7.18
321,Chillicothe,1,US,1545291360,77,39.33,-82.98,36.68,6.62
322,Tautira,75,PF,1545291360,74,-17.73,-149.15,80.6,2.24
323,College,20,US,1545289080,84,64.86,-147.8,-3.64,2.71
324,Chulym,32,RU,1545292174,67,55.09,80.97,-8.87,12.66
325,Pathein,92,MM,1545292175,100,16.78,94.73,75.02,4.94
326,Saint-Pierre,90,FR,1545289200,93,48.95,4.24,46.4,16.11
327,Mashhad,90,IR,1545291000,100,36.3,59.61,37.4,3.6
328,Iwaki,20,JP,1545289200,69,37.05,140.89,39.2,3.36
329,Lohja,75,FI,1545290400,100,60.25,24.07,24.8,5.82
330,Waipawa,32,NZ,1545292175,94,-39.94,176.59,55.53,9.64
331,Banes,5,CU,1545288600,88,20.96,-75.72,69.8,6.93
332,Lagunillas,0,VE,1545292176,98,8.5,-71.39,43.88,1.59
333,Tramagal,40,PT,1545289200,100,39.45,-8.25,51.8,3.36
334,Opuwo,20,NA,1545292176,22,-18.06,13.84,90.09,4.5
335,Atasu,32,KZ,1545292176,91,48.68,71.64,10.44,7.07
336,Salvador,20,BR,1545289200,88,-12.98,-38.48,75.2,3.36
337,Westport,92,IE,1545292177,99,53.8,-9.52,46.53,19.04
338,Atherton,75,GB,1545290400,87,53.52,-2.49,46.4,5.82
339,Mana,0,RS,1545291000,92,43.52,20.24,24.8,1.12
340,Mayo,40,CA,1545289200,78,63.59,-135.9,14.0,3.36
341,Boende,32,CD,1545292177,82,-0.28,20.88,82.26,2.93
342,Yumen,0,CN,1545292096,62,40.29,97.04,29.57,7.18
343,Batemans Bay,92,AU,1545292178,99,-35.71,150.18,67.14,5.28
344,Hambantota,75,LK,1545289800,70,6.12,81.12,87.8,3.36
345,Sola,75,NO,1545290400,75,58.89,5.65,42.8,12.75
346,Mehamn,0,NO,1545288600,68,71.03,27.85,26.6,16.11
347,Pochutla,0,MX,1545292178,100,15.74,-96.47,75.47,11.21
348,Varkaus,90,FI,1545290400,85,62.32,27.87,14.0,4.7
349,Otorohanga,76,NZ,1545292178,87,-38.18,175.2,58.91,4.38
350,Tuatapere,76,NZ,1545292099,100,-46.13,167.69,54.09,6.29
351,Barkot,0,IN,1545291000,35,30.81,78.21,69.8,5.82
352,Ishigaki,20,JP,1545289200,57,24.34,124.16,77.0,5.82
353,Denham Springs,90,US,1545291300,99,30.49,-90.96,56.66,6.96
354,Cockburn Town,0,TC,1545291902,100,21.46,-71.14,79.79,19.48
355,Auki,0,NG,1545292179,30,12.18,6.51,74.12,14.34
356,Qasigiannguit,92,GL,1545288600,92,68.82,-51.19,26.6,4.5
357,Prince Rupert,90,CA,1545289200,93,54.32,-130.32,35.6,2.24
358,Saratoga Springs,1,US,1545288900,81,43.08,-73.79,24.8,2.15
359,Kaitangata,24,NZ,1545291784,80,-46.28,169.85,52.07,8.52
360,Langsa,88,ID,1545292181,95,4.47,97.97,77.72,2.15
361,Piacabucu,32,BR,1545292181,85,-10.41,-36.43,72.99,4.61
362,Jiayuguan,32,CN,1545292181,79,39.77,98.29,21.74,2.04
363,Panjab,12,AF,1545292181,82,34.38,67.02,19.49,1.25
364,Aykhal,44,RU,1545292181,44,65.95,111.51,-29.12,2.93
365,San Luis,0,AR,1545292023,55,-33.3,-66.34,62.64,7.63
366,Faya,0,SA,1545289200,45,18.39,42.45,68.0,9.17
367,Antsohihy,20,MG,1545292183,62,-14.88,47.99,90.09,5.73
368,Lasa,20,CY,1545289200,77,34.92,32.53,60.8,4.7
369,Richards Bay,80,ZA,1545292104,87,-28.77,32.06,72.9,8.97
370,Vitre,0,FR,1545289200,93,48.12,-1.21,42.8,9.17
371,Alvorada,12,BR,1545289200,94,-30.0,-51.08,73.4,2.24
372,Havre-Saint-Pierre,90,CA,1545289200,61,50.23,-63.6,15.8,16.11
373,Pitimbu,40,BR,1545289200,94,-7.47,-34.81,73.4,5.82
374,Tamala,92,RU,1545292184,91,52.54,43.26,12.74,6.4
375,Gaoua,0,BF,1545292184,34,10.33,-3.18,80.19,6.17
376,Bowen,40,AU,1545289200,74,-20.01,148.25,84.2,17.22
377,Huilong,68,CN,1545292185,92,28.89,110.18,52.07,2.37
378,Houma,56,CN,1545292185,65,35.63,111.36,43.43,1.03
379,Batagay,8,RU,1545292185,0,67.65,134.64,-57.42,2.82
380,Beringovskiy,76,RU,1545292185,100,63.05,179.32,0.23,12.77
381,Katsuura,75,JP,1545289200,71,33.93,134.5,57.2,5.82
382,Novovoronezh,90,RU,1545291000,92,51.31,39.22,17.6,6.71
383,Nelspruit,90,ZA,1545289200,94,-25.48,30.98,68.0,2.24
384,Fray Bentos,0,AR,1545292186,96,-33.12,-58.31,65.03,3.04
385,Praia,0,BR,1545292186,90,-20.25,-43.81,62.73,2.71
386,Port Lincoln,0,AU,1545292186,88,-34.72,135.86,63.23,16.24
387,George Town,75,MY,1545291000,70,5.42,100.33,87.8,8.05
388,Coruripe,32,BR,1545292186,98,-10.12,-36.18,78.71,10.65
389,Denia,64,ES,1545292187,100,38.84,0.11,56.21,12.1
390,Thinadhoo,8,MV,1545292187,100,0.53,72.93,82.22,4.61
391,Waingapu,12,ID,1545292187,59,-9.65,120.26,85.73,8.3
392,Marzuq,0,YE,1545292188,40,14.4,46.47,72.32,4.38
393,Road Town,20,VG,1545288780,79,18.42,-64.62,77.0,6.93
394,Laguna,0,MX,1545292107,84,27.52,-110.01,48.24,3.83
395,Torbay,90,CA,1545289200,74,47.66,-52.73,28.4,32.21
396,Cooma,8,AU,1545292188,95,-36.24,149.13,64.98,2.59
397,Haines Junction,80,CA,1545292086,79,60.75,-137.51,14.09,2.93
398,Kameyama,75,JP,1545291000,66,34.86,136.45,53.6,5.82
399,Greytown,76,ZA,1545292188,86,-29.06,30.59,66.51,2.93
400,Chernyshevskiy,32,RU,1545292188,71,63.01,112.47,-2.79,4.38
401,Santa Rosa de Aguan,0,HN,1545292189,98,15.95,-85.71,79.83,18.25
402,Nuuk,100,GL,1545288600,90,64.17,-51.74,32.0,12.75
403,Najran,0,SA,1545289200,45,17.54,44.22,64.4,4.7
404,Kawalu,92,ID,1545292189,99,-7.38,108.21,70.29,1.59
405,Dori,12,BF,1545292189,29,14.03,-0.03,72.14,6.96
406,Mlonggo,40,ID,1545291000,78,-6.53,110.7,82.4,4.7
407,Hof,90,DE,1545290880,99,50.32,11.92,33.8,4.7
408,Kutum,8,SD,1545292191,29,14.2,24.66,63.81,15.46
409,Nalut,32,LY,1545292191,47,31.86,10.98,48.96,3.15
410,Olinda,75,EC,1545289200,83,-2.03,-79.75,77.0,5.82
411,Mmabatho,0,ZA,1545289200,18,-25.85,25.61,86.0,10.29
412,Maragogi,88,BR,1545292163,89,-9.01,-35.22,74.79,3.04
413,Hamilton,40,BM,1545288900,72,32.3,-64.78,59.0,2.24
414,Lebedinyy,76,RU,1545292192,70,58.52,125.52,3.11,4.05
415,Siderno,40,IT,1545288900,81,38.28,16.3,50.0,2.82
416,Lufilufi,40,WS,1545289200,94,-13.87,-171.6,77.0,6.93
417,Ouadda,0,CF,1545292193,24,8.07,22.4,85.59,14.45
418,Port Hardy,90,CA,1545289200,87,50.7,-127.42,42.8,19.46
419,Takhatgarh,0,IN,1545292193,45,25.32,73.0,76.28,4.5
420,Palu,88,ID,1545292193,61,-0.9,119.87,76.37,1.59
421,Gadung,40,ID,1545291000,74,-7.32,112.63,86.0,9.17
422,Balkhash,40,KZ,1545291000,66,46.84,74.98,15.8,2.24
423,Manado,40,ID,1545291000,79,1.49,124.85,84.2,5.82
424,Amnat Charoen,0,TH,1545292194,41,15.86,104.63,93.15,4.61
425,Riyadh,5,SA,1545289200,63,24.63,46.72,68.0,9.17
426,Datong,64,CN,1545292194,39,40.09,113.3,33.71,7.63
427,Wattegama,88,LK,1545292195,83,7.35,80.68,76.82,6.17
428,Surt,0,LY,1545292195,100,31.21,16.59,59.36,6.4
429,Anloga,20,GH,1545289200,94,5.79,0.9,77.0,4.7
430,Hokitika,48,NZ,1545292195,98,-42.72,170.96,60.44,5.39
431,Egvekinot,24,RU,1545292090,48,66.32,-179.17,-30.33,3.71
432,Bayamo,5,CU,1545288600,88,20.38,-76.64,69.8,6.93
433,Hecun,48,CN,1545292196,89,29.94,119.31,49.5,2.59
434,Tupelo,90,US,1545290100,83,34.26,-88.7,50.0,6.93
435,Teopantlan,0,MX,1545292197,74,18.72,-98.27,44.1,2.37
436,Acapulco,75,MX,1545288420,83,16.86,-99.88,75.2,5.82
437,Merauke,32,ID,1545292197,80,-8.49,140.4,85.64,7.18
438,Isangel,88,VU,1545292198,100,-19.55,169.27,77.09,9.98
439,Yaring,20,TH,1545289200,74,6.87,101.37,84.2,5.82
440,Pavilosta,80,LV,1545290400,92,56.89,21.19,26.6,11.41
441,Alice Springs,20,AU,1545291000,17,-23.7,133.88,100.4,11.41
442,Nakonde,92,ZM,1545292198,100,-9.33,32.75,67.64,4.16
443,Kieta,76,PG,1545292198,95,-6.22,155.63,81.45,5.28
444,Lujan,0,AR,1545292199,89,-46.57,-67.67,45.54,4.05
445,Tornio,90,FI,1545290400,92,61.12,27.27,21.2,3.36
446,Tura,0,IN,1545292199,79,25.52,90.21,69.08,3.38
447,Taybad,12,IR,1545292199,99,34.74,60.78,42.98,5.06
448,Florence,90,US,1545291300,81,34.8,-87.68,50.0,6.93
449,Yola,12,NG,1545292200,32,9.26,12.45,83.25,5.73
450,Christchurch,80,NZ,1545291000,71,-43.53,172.64,55.4,8.05
451,Ostrovnoy,48,RU,1545292200,83,68.05,39.51,14.49,10.76
452,Sabinas,0,MX,1545292200,56,27.85,-101.13,51.21,11.77
453,Morant Bay,40,JM,1545289200,65,17.88,-76.41,78.8,13.87
454,Kununurra,0,AU,1545291000,21,-15.77,128.74,109.4,12.75
455,Te Anau,44,NZ,1545292092,80,-45.41,167.72,50.85,2.59
456,Henties Bay,36,NA,1545292201,98,-22.12,14.28,63.68,4.05
457,Sobolevo,80,RU,1545292201,83,54.43,31.9,13.14,7.74
458,Monitos,88,CO,1545292201,93,8.25,-76.05,76.01,6.06
459,Bathsheba,75,BB,1545289200,83,13.22,-59.52,78.8,20.8
460,Pasighat,0,IN,1545292202,65,28.06,95.33,63.99,1.92
461,Adrar,0,DZ,1545289200,56,27.87,-0.29,42.8,10.29
462,Salalah,0,OM,1545288600,27,17.01,54.1,78.8,12.75
463,Okhotsk,0,RU,1545292203,100,59.36,143.24,-2.48,7.52
464,Novikovo,68,UA,1545292203,100,45.05,34.56,33.75,6.73
465,San Policarpo,92,PH,1545292203,100,12.18,125.51,74.03,6.4
466,Hervey Bay,0,AU,1545289200,66,-25.3,152.85,84.2,12.75
467,Axim,44,GH,1545292204,96,4.87,-2.24,84.24,6.17
468,Lazaro Cardenas,0,MX,1545292108,62,28.39,-105.62,35.01,6.62
469,Maceio,40,BR,1545289200,94,-9.67,-35.74,69.8,3.36
470,Along,0,IN,1545292204,51,28.17,94.8,64.76,2.04
471,BELLAVISTA,0,CO,1545289200,94,10.27,-74.82,75.2,3.27
472,Dwarka,0,IN,1545291000,37,28.58,77.04,69.8,5.82
473,Novyy Urengoy,36,RU,1545292206,79,66.08,76.63,-17.91,7.18
474,San Cristobal,75,EC,1545289200,100,-0.39,-78.55,55.4,3.36
475,Fairbanks,20,US,1545289080,84,64.84,-147.72,-3.64,2.71
476,Balabac,56,PH,1545292207,100,7.99,117.06,81.68,9.19
477,Victor Harbor,20,AU,1545291000,49,-35.55,138.62,69.8,16.11
478,Hukuntsi,0,BW,1545292207,12,-23.98,21.76,90.45,11.54
479,Tongliao,8,CN,1545291999,52,43.61,122.27,25.65,6.96
480,Rafaela,0,AR,1545291956,96,-31.25,-61.49,65.7,2.93
481,Abashiri,40,JP,1545289200,49,44.01,144.25,26.6,1.12
482,Goderich,64,CA,1545292208,83,43.74,-81.71,35.01,12.55
483,Paita,8,PE,1545292208,85,-5.09,-81.11,68.99,3.83
484,Lindenberg,90,DE,1545290400,97,50.3,11.24,32.0,4.7
485,Pangnirtung,48,CA,1545292209,63,66.15,-65.72,3.6,5.39
486,Chemainus,90,CA,1545290100,81,48.92,-123.72,48.2,8.05
487,Bereznik,68,RU,1545292210,85,62.86,42.71,7.65,4.61
488,West Wendover,1,US,1545288960,84,40.74,-114.07,28.04,2.59
489,Malindi,0,KE,1545292210,83,-3.22,40.12,86.49,9.86
490,Inta,88,RU,1545292210,78,66.04,60.13,20.66,9.31
491,Vanderhoof,64,CA,1545292210,84,54.02,-124.02,21.74,2.59
492,Brae,40,GB,1545290400,93,60.4,-1.35,44.6,8.05
493,Maniitsoq,92,GL,1545292010,90,65.42,-52.9,30.38,6.17
494,Cayenne,75,GF,1545291000,94,4.94,-52.33,77.0,2.24
495,Alto Paraguai,24,BR,1545292211,96,-14.51,-56.48,70.97,2.37
496,Sur,0,OM,1545292104,93,22.57,59.53,75.78,8.52
497,Starogard Gdanski,90,PL,1545291000,92,53.96,18.53,26.6,10.29
498,Okakarara,0,NA,1545292211,19,-20.59,17.46,88.65,12.77
499,Atambua,88,ID,1545292211,92,-9.11,124.89,83.7,5.5
500,Porecatu,0,BR,1545289200,73,-22.75,-51.38,77.0,8.05
501,Great Bend,1,US,1545288960,66,38.36,-98.78,39.02,14.99
502,Carnarvon,0,ZA,1545292038,29,-30.97,22.13,76.14,5.28
503,Wangqing,0,CN,1545292212,68,43.31,129.76,18.54,3.38
504,Moses Lake,90,US,1545288780,85,47.13,-119.28,39.92,3.36
505,Kirksville,90,US,1545291300,100,40.19,-92.58,44.06,5.82
506,Flin Flon,88,CA,1545292212,85,54.77,-101.88,8.42,4.16
507,Aurora,40,US,1545291300,84,41.76,-88.32,44.06,4.7
508,Jasper,92,US,1545290340,107,33.83,-87.28,51.08,8.3
509,Portland,90,US,1545288780,68,45.52,-122.67,51.98,11.41
510,Kavaratti,0,IN,1545292214,100,10.57,72.64,80.87,5.28
511,Sijunjung,48,ID,1545292214,54,-0.69,100.95,85.5,1.14
512,Hirara,20,JP,1545289200,57,24.8,125.28,77.0,3.36
513,Alice,1,US,1545290100,85,27.75,-98.07,55.94,3.36
514,Agadir,0,MA,1545291000,81,30.42,-9.58,46.4,9.17
515,Tuxpan,0,MX,1545292215,79,19.56,-103.38,35.96,1.48
516,Mount Pleasant,75,US,1545291300,96,33.16,-94.97,51.8,8.52
517,Mackenzie,90,CA,1545289200,86,55.34,-123.09,28.4,5.82
518,Jardim,8,BR,1545292215,75,-21.48,-56.15,75.02,3.6
519,Dalby,0,AU,1545289200,34,-27.18,151.26,95.0,8.05
520,Almaznyy,75,RU,1545291000,92,48.03,40.04,28.4,20.13
521,Nailsea,75,GB,1545290400,100,51.43,-2.76,48.2,12.75
522,Pasan,0,IN,1545292216,58,22.84,82.2,71.55,4.38
523,Ouallam,8,NE,1545292216,25,14.32,2.08,70.16,11.43
524,Sao Miguel do Tapuio,20,BR,1545292216,63,-5.5,-41.32,70.74,8.75
525,Eyl,8,SO,1545292217,92,7.98,49.82,80.06,21.27
526,Pedro Velho,75,BR,1545289200,83,-6.44,-35.22,75.2,6.93
527,Berlevag,0,NO,1545288600,79,70.86,29.09,26.6,23.04
528,Huambo,24,AO,1545292217,68,-12.78,15.73,74.57,3.94
529,Whyalla,0,AU,1545289200,56,-33.04,137.58,73.4,24.16
530,Namatanai,68,PG,1545292217,100,-3.66,152.44,78.48,2.26
531,Miri,0,NG,1545292218,40,10.31,9.75,72.14,5.95
532,Byron Bay,40,AU,1545291240,58,-28.65,153.62,95.0,10.29
533,Juneau,90,US,1545288960,92,58.3,-134.42,35.06,19.46
534,Aripuana,32,BR,1545292218,96,-9.17,-60.63,73.8,2.15
535,Mareeba,12,AU,1545289200,62,-16.99,145.42,89.6,10.29
536,Makat,64,KZ,1545292218,93,47.65,53.35,15.75,11.32
537,Omsukchan,64,RU,1545292218,90,62.53,155.8,-17.01,2.48
538,Sao Sebastiao,0,BR,1545292219,100,-3.15,-58.36,73.58,2.59
539,Krasyukovskaya,75,RU,1545291000,92,47.53,40.09,28.4,20.13
540,Kharp,12,RU,1545292219,66,66.82,65.8,12.96,15.57
541,Severomuysk,68,RU,1545292219,74,56.17,113.57,8.01,3.94
542,Ondjiva,12,AO,1545292219,39,-17.07,15.73,86.18,4.83
543,Itoman,75,JP,1545291000,57,26.12,127.67,75.2,10.29
544,Dakar,0,SN,1545291000,26,14.69,-17.45,69.8,11.41
545,Aksu,75,KZ,1545291000,77,52.04,76.93,-0.41,8.95
546,Taoudenni,0,ML,1545292071,28,22.68,-3.98,59.94,8.97
547,Saint-Augustin,92,FR,1545289200,93,44.83,-0.61,53.6,8.05
548,Bulgan,0,MN,1545292220,42,48.81,103.53,15.17,7.18
549,Monaco-Ville,75,FR,1545288900,70,43.73,7.42,44.6,6.93
550,Corrente,0,BR,1545292220,73,-17.45,-44.68,65.43,3.83
551,Tudela,20,ES,1545289200,93,42.06,-1.61,39.2,3.71
552,Dhankuta,32,NP,1545292221,68,26.98,87.34,61.83,2.15
553,Toora-Khem,64,RU,1545292221,77,52.47,96.11,7.61,2.37
554,Bandarbeyla,64,SO,1545292221,98,9.49,50.81,79.74,19.6
555,Sampit,48,ID,1545292221,80,-2.54,112.95,83.84,10.42
